Facies,Formation,Well Name,Depth,GR,ILD_log10,DeltaPHI,PHIND,PE,NM_M,RELPOS,GR_clipped,GR_median_7,GR_median_9,GR_median_11,GR_median_15
6,A1 LM,CROSS H CATTLE,2627.5,81.088,1.107345665,1.9,6.25,4.6,2,0.159,81.088,76.803,75.871,73.616,75.871
5,A1 LM,CROSS H CATTLE,2628,85.869,1.13219563,2.3,5.75,4.549,2,0.136,85.869,76.803,75.871,73.916,75.871
6,A1 LM,CROSS H CATTLE,2628.5,81.391,1.146314122,3.6,5.3,4.442,2,0.114,81.391,76.803,75.871,75.871,75.871
6,A1 LM,CROSS H CATTLE,2629,75.871,1.115244285,4.2,5.3,4.256,2,0.091,75.871,75.871,76.803,76.803,76.803
6,A1 LM,CROSS H CATTLE,2629.5,69.179,1.02341709,3.4,6,4.001,2,0.068,69.179,75.871,81.088,81.088,81.088
6,A1 LM,CROSS H CATTLE,2630,73.616,0.888740961,2.9,7.05,3.812,2,0.045,73.616,75.871,81.391,81.391,81.391
6,A1 LM,CROSS H CATTLE,2630.5,73.916,0.770189023,2.4,8.9,3.542,2,0.023,73.916,75.871,81.391,85.869,81.391
3,B1 SH,CROSS H CATTLE,2631,87.408,0.678700435,-1.8,14.4,3.101,1,1,87.408,87.408,87.408,85.419,81.391
3,B1 SH,CROSS H CATTLE,2632.5,122.568,0.578753784,-16.4,71.7,0.99,1,0.955,122.568,94.623,87.408,85.419,81.391
2,B1 SH,CROSS H CATTLE,2633,120.345,0.568319085,2,84.4,0.833,1,0.939,120.345,94.623,87.408,85.419,79.451
2,B1 SH,CROSS H CATTLE,2633.5,109.836,0.56205483,1.5,81.65,0.852,1,0.924,109.836,94.623,87.408,85.419,75.871
2,B1 SH,CROSS H CATTLE,2634,94.623,0.566437492,-10.3,65.85,1.234,1,0.909,94.623,94.623,87.408,85.419,73.916
2,B1 SH,CROSS H CATTLE,2634.5,85.419,0.593396842,-14.5,50.85,1.787,1,0.894,85.419,85.419,85.419,85.419,73.916
2,B1 SH,CROSS H CATTLE,2635,79.451,0.649042634,-13.6,39.4,2.36,1,0.879,79.451,79.451,79.451,79.451,73.916
2,B1 SH,CROSS H CATTLE,2635.5,73.811,0.728678367,-11,31.6,2.806,1,0.864,73.811,73.811,73.811,73.811,74.956
2,B1 SH,CROSS H CATTLE,2636,69.518,0.812646016,-5.5,23.85,3.236,1,0.848,69.518,69.518,69.518,69.518,73.811
2,B1 SH,CROSS H CATTLE,2636.5,62.166,0.879497287,-1.7,17.85,3.542,1,0.833,62.166,63.124,68.801,69.518,73.741
2,B1 SH,CROSS H CATTLE,2637,59.183,0.90982337,2.2,13.5,3.762,1,0.818,59.183,63.124,68.801,69.518,70.887
2,B1 SH,CROSS H CATTLE,2637.5,61.178,0.899163641,3.9,10.35,3.803,1,0.803,61.178,63.124,68.801,69.518,69.518
2,B1 SH,CROSS H CATTLE,2638,63.124,0.870637963,6.5,8.15,3.8,1,0.788,63.124,63.124,68.801,68.801,68.801
2,B1 SH,CROSS H CATTLE,2638.5,68.801,0.837272703,9.7,7.45,3.776,1,0.773,68.801,68.801,66.106,66.106,66.43
2,B1 SH,CROSS H CATTLE,2639,74.956,0.806451323,8.2,11,3.689,1,0.758,74.956,68.801,66.106,63.124,66.115
2,B1 SH,CROSS H CATTLE,2639.5,73.741,0.779307828,11,13,3.693,1,0.742,73.741,68.801,66.106,66.106,66.115
2,B1 SH,CROSS H CATTLE,2640,70.887,0.757851344,7.2,15.9,3.59,1,0.727,70.887,68.801,66.43,66.115,66.115
2,B1 SH,CROSS H CATTLE,2640.5,66.106,0.738859802,6.9,16.25,3.598,1,0.712,66.106,66.43,66.43,66.43,66.43
2,B1 SH,CROSS H CATTLE,2641,61.301,0.720655357,6.1,15.55,3.544,1,0.697,61.301,66.115,66.43,68.801,66.611
2,B1 SH,CROSS H CATTLE,2641.5,62.447,0.70612011,7.1,12.65,3.731,1,0.682,62.447,66.115,66.43,69.283,66.611
2,B1 SH,CROSS H CATTLE,2642,66.43,0.697490887,9,10.4,3.811,1,0.667,66.43,66.115,66.43,66.611,66.611
2,B1 SH,CROSS H CATTLE,2642.5,66.115,0.696618459,3.6,14,3.675,1,0.652,66.115,66.43,66.43,66.43,66.43
2,B1 SH,CROSS H CATTLE,2643,69.423,0.698883137,0.5,17.65,3.533,1,0.636,69.423,66.611,66.43,66.115,66.115
2,B1 SH,CROSS H CATTLE,2643.5,69.913,0.697316542,0.2,17.8,3.564,1,0.621,69.913,66.611,66.43,66.115,66.106
2,B1 SH,CROSS H CATTLE,2644,69.283,0.692318044,1.3,15.35,3.592,1,0.606,69.283,66.611,66.43,66.115,65.698
3,B1 SH,CROSS H CATTLE,2644.5,66.611,0.683317262,6,11.7,3.575,1,0.591,66.611,66.611,66.115,66.115,62.447
3,B1 SH,CROSS H CATTLE,2645,65.698,0.671265433,7.5,10.45,3.552,1,0.576,65.698,65.698,65.698,65.698,62.447
1,B1 SH,CROSS H CATTLE,2645.5,60.898,0.651181062,6.7,9.05,3.482,1,0.561,60.898,60.898,60.898,60.898,60.898
1,B1 SH,CROSS H CATTLE,2646,54.422,0.623869268,4.1,8.15,3.375,1,0.545,54.422,54.422,54.422,54.422,54.422
1,B1 SH,CROSS H CATTLE,2646.5,52.522,0.589502796,2.1,8.05,3.292,1,0.53,52.522,52.522,52.522,52.522,52.522
1,B1 SH,CROSS H CATTLE,2647,47.697,0.546048866,0.7,8.75,3.231,1,0.515,47.697,51.292,51.292,51.814,52.522
1,B1 SH,CROSS H CATTLE,2647.5,49.447,0.497067936,1.1,9.05,3.301,1,0.5,49.447,50.455,51.292,51.292,52.522
1,B1 SH,CROSS H CATTLE,2648,51.292,0.441066407,2.5,8.85,3.356,1,0.485,51.292,50.455,50.455,51.292,52.522
1,B1 SH,CROSS H CATTLE,2648.5,50.455,0.386498966,3.5,9.15,3.364,1,0.47,50.455,50.33,50.455,51.292,52.522
1,B1 SH,CROSS H CATTLE,2649,49.664,0.334654767,4.4,10.4,3.311,1,0.455,49.664,50.455,50.455,51.292,52.522
1,B1 SH,CROSS H CATTLE,2649.5,51.814,0.285782274,5.1,12.05,3.228,1,0.439,51.814,51.292,51.292,51.292,52.522
1,B1 SH,CROSS H CATTLE,2650,50.33,0.237543738,5.1,13.65,3.093,1,0.424,50.33,51.814,51.814,51.814,52.522
1,B1 SH,CROSS H CATTLE,2650.5,55.273,0.194514342,5,15,2.925,1,0.409,55.273,55.273,55.273,55.273,55.273
1,B1 SH,CROSS H CATTLE,2651,57.158,0.15715444,4.5,16.15,2.785,1,0.394,57.158,57.158,57.158,57.158,57.158
1,B1 SH,CROSS H CATTLE,2651.5,58.471,0.123524981,4.9,17.15,2.723,1,0.379,58.471,58.471,58.471,58.471,57.158
1,B1 SH,CROSS H CATTLE,2652,60.956,0.09482038,4.8,17.7,2.697,1,0.364,60.956,60.956,60.073,58.534,57.158
1,B1 SH,CROSS H CATTLE,2652.5,61.142,0.070776463,4.2,18.3,2.653,1,0.348,61.142,60.956,60.073,58.534,57.85
1,B1 SH,CROSS H CATTLE,2653,65.743,0.050766311,3.2,19,2.651,1,0.333,65.743,60.956,60.073,58.534,58.471
1,B1 SH,CROSS H CATTLE,2653.5,62.268,0.034227261,3.3,19.15,2.657,1,0.318,62.268,60.956,60.073,58.534,58.534
1,B1 SH,CROSS H CATTLE,2654,60.073,0.021189299,2.9,19.45,2.67,1,0.303,60.073,60.073,60.073,59.106,59.106
1,B1 SH,CROSS H CATTLE,2654.5,58.534,0.011147361,2.8,19.8,2.648,1,0.288,58.534,58.534,59.106,60.073,60.073
1,B1 SH,CROSS H CATTLE,2655,55.719,0.004321374,2.9,19.85,2.676,1,0.273,55.719,58.534,59.106,60.073,60.956
1,B1 SH,CROSS H CATTLE,2655.5,53.799,0.002166062,2.8,20,2.674,1,0.258,53.799,58.534,59.106,60.073,61.142
1,B1 SH,CROSS H CATTLE,2656,57.85,0.005180513,2.8,19.9,2.681,1,0.242,57.85,58.534,59.106,60.073,61.935
1,B1 SH,CROSS H CATTLE,2656.5,59.106,0.01494035,3,19.6,2.74,1,0.227,59.106,59.106,59.106,60.073,62.268
1,B1 SH,CROSS H CATTLE,2657,61.935,0.034227261,2.7,19.35,2.762,1,0.212,61.935,61.935,61.935,61.935,62.268
1,B1 SH,CROSS H CATTLE,2657.5,69.304,0.061452479,3,19.3,2.776,1,0.197,69.304,69.304,69.304,69.304,69.304
1,B1 SH,CROSS H CATTLE,2658,79.289,0.098297536,3.1,18.85,2.777,1,0.182,79.289,79.289,79.289,79.289,79.289
1,B1 SH,CROSS H CATTLE,2658.5,88.876,0.145817714,4.6,18.9,2.773,1,0.167,88.876,88.876,87.7,87.7,87.7
1,B1 SH,CROSS H CATTLE,2659,92.783,0.197831693,4.6,21.3,2.59,1,0.152,92.783,88.876,88.51,88.51,88.51
2,B1 SH,CROSS H CATTLE,2659.5,95.363,0.255031163,-6.2,30.7,2.293,1,0.136,95.363,88.876,88.876,88.876,88.876
4,B1 SH,CROSS H CATTLE,2660,94.469,0.308350949,-8,33.6,2.28,1,0.121,94.469,92.783,92.783,92.783,92.783
2,B1 SH,CROSS H CATTLE,2660.5,87.7,0.351022853,-13.3,30.25,2.339,1,0.106,87.7,94.469,94.469,94.469,94.469
2,B1 SH,CROSS H CATTLE,2661,88.51,0.380573003,-16.9,25.75,2.43,1,0.091,88.51,95.363,95.363,95.363,94.469
2,B1 SH,CROSS H CATTLE,2661.5,97.562,0.404833717,-5.6,18.5,2.664,1,0.076,97.562,97.562,97.562,97.562,94.469
2,B1 SH,CROSS H CATTLE,2662,97.562,0.404833717,-5.6,18.5,2.664,1,0.076,97.562,97.562,97.562,97.562,94.469
2,B1 SH,CROSS H CATTLE,2662.5,106.601,0.424064525,4.7,14.25,3.032,1,0.061,106.601,104.128,97.562,97.562,94.469
2,B1 SH,CROSS H CATTLE,2663,110.258,0.44684771,8.6,14.4,3.098,1,0.045,110.258,104.128,97.562,97.562,94.469
3,B1 SH,CROSS H CATTLE,2663.5,112.1,0.473048805,12.1,15.75,3.151,1,0.03,112.1,104.128,97.562,97.562,88.51
4,B1 SH,CROSS H CATTLE,2664,104.128,0.501333179,12.5,17.35,3.15,1,0.015,104.128,104.128,97.562,97.562,87.7
5,B1 LM,CROSS H CATTLE,2664.5,84.133,0.529173603,11.7,16.45,3.231,2,1,84.133,84.133,84.133,84.133,84.133
6,B1 LM,CROSS H CATTLE,2665,68.131,0.564547712,7.5,13.35,3.302,2,0.9,68.131,68.131,68.131,68.131,79.03
6,B1 LM,CROSS H CATTLE,2665.5,57.115,0.607133204,4.1,9.75,3.384,2,0.8,57.115,57.115,57.115,65.186,79.03
6,B1 LM,CROSS H CATTLE,2666,46.425,0.671635597,0.6,8.1,3.406,2,0.7,46.425,55.715,57.115,65.186,79.03
6,B1 LM,CROSS H CATTLE,2666.5,47.71,0.760271661,-0.6,7.3,3.459,2,0.6,47.71,55.715,57.115,65.186,74.534
6,B1 LM,CROSS H CATTLE,2667,50.855,0.838219222,-1,7,3.494,2,0.5,50.855,55.715,57.115,65.186,68.131
6,B1 LM,CROSS H CATTLE,2667.5,55.715,0.912434633,-0.9,6.85,3.587,2,0.4,55.715,55.715,57.115,65.186,65.186
8,B1 LM,CROSS H CATTLE,2668,65.186,0.927626962,-0.5,6.55,3.745,2,0.3,65.186,65.186,65.186,61.681,61.681
8,B1 LM,CROSS H CATTLE,2668.5,79.03,0.906227263,0.3,5.75,3.903,2,0.2,79.03,74.534,65.186,61.681,60.606
8,B1 LM,CROSS H CATTLE,2669,90.953,0.879497287,1.5,5.75,3.908,2,0.1,90.953,74.534,65.186,61.681,60.606
8,B1 LM,CROSS H CATTLE,2669.5,95.638,0.85691006,-6.1,11.95,3.23,1,1,95.638,74.534,65.186,61.681,61.681
1,B2 SH,CROSS H CATTLE,2671,74.534,0.793301354,-19.5,36.35,2.242,1,0.944,74.534,74.534,65.186,63.963,63.963
1,B2 SH,CROSS H CATTLE,2672,61.681,0.69609416,-14.7,20.55,2.479,1,0.907,61.681,61.681,63.963,65.186,65.186
1,B2 SH,CROSS H CATTLE,2672.5,56.95,0.662946614,-1.4,12.2,2.981,1,0.889,56.95,61.681,63.963,67.625,67.625
1,B2 SH,CROSS H CATTLE,2673,58.099,0.652826303,4.9,9.55,3.099,1,0.87,58.099,61.681,63.963,67.625,71.789
1,B2 SH,CROSS H CATTLE,2673.5,60.606,0.653501947,5.5,10.35,3.038,1,0.852,60.606,61.681,63.963,67.625,71.789
1,B2 SH,CROSS H CATTLE,2674,63.963,0.65571455,6,11.5,3.029,1,0.833,63.963,63.963,63.963,67.625,67.625
1,B2 SH,CROSS H CATTLE,2674.5,67.625,0.656002321,7.3,11.95,3.079,1,0.815,67.625,67.625,67.625,66.261,66.621
1,B2 SH,CROSS H CATTLE,2675,73.272,0.656385719,8.7,11.45,3.138,1,0.796,73.272,71.789,67.625,66.621,66.261
2,B2 SH,CROSS H CATTLE,2675.5,76.418,0.661718058,9.4,10.6,3.296,1,0.778,76.418,71.789,67.625,66.621,63.963
2,B2 SH,CROSS H CATTLE,2676,73.595,0.677150521,10.7,9.75,3.46,1,0.759,73.595,71.789,67.625,66.621,64.145
2,B2 SH,CROSS H CATTLE,2676.5,71.789,0.70457945,11.9,9.15,3.626,1,0.741,71.789,71.789,67.625,66.621,66.009
2,B2 SH,CROSS H CATTLE,2677,66.261,0.736316808,11.5,8.95,3.726,1,0.722,66.261,66.621,66.621,66.621,66.009
2,B2 SH,CROSS H CATTLE,2677.5,66.621,0.76604086,9.5,8.45,3.83,1,0.704,66.621,66.261,66.261,66.261,66.009
2,B2 SH,CROSS H CATTLE,2678,60.802,0.790636962,8.2,7.7,3.856,1,0.685,60.802,64.145,66.009,66.009,66.009
2,B2 SH,CROSS H CATTLE,2678.5,58.173,0.807737922,7.7,7.55,3.853,1,0.667,58.173,64.145,64.883,64.883,64.883
2,B2 SH,CROSS H CATTLE,2679,60.075,0.819938569,8.4,7.8,3.875,1,0.648,60.075,64.145,64.145,64.145,64.145
2,B2 SH,CROSS H CATTLE,2679.5,64.145,0.831421817,7.6,9.4,3.692,1,0.63,64.145,63.606,63.606,63.606,63.606
2,B2 SH,CROSS H CATTLE,2680,66.009,0.840858554,4.9,12.15,3.626,1,0.611,66.009,63.606,61.526,61.526,61.526
2,B2 SH,CROSS H CATTLE,2680.5,64.883,0.846460825,5.8,12.1,3.605,1,0.593,64.883,63.606,61.526,61.245,61.245
2,B2 SH,CROSS H CATTLE,2681,63.606,0.845160078,4.5,11.45,3.543,1,0.574,63.606,63.606,61.526,61.245,61.245
2,B2 SH,CROSS H CATTLE,2681.5,61.526,0.834102656,6.9,8.35,3.551,1,0.556,61.526,61.526,61.526,61.245,61.245
1,B2 SH,CROSS H CATTLE,2682,61.163,0.819083076,6.2,7,3.511,1,0.537,61.163,61.245,61.245,61.526,61.526
1,B2 SH,CROSS H CATTLE,2682.5,57.268,0.802294711,5.5,6.25,3.498,1,0.519,57.268,61.163,61.245,61.526,62.816
1,B2 SH,CROSS H CATTLE,2683,61.245,0.782185866,4.2,6.7,3.473,1,0.5,61.245,61.163,61.245,61.526,63.606
1,B2 SH,CROSS H CATTLE,2683.5,60.758,0.757775491,4.2,7,3.479,1,0.481,60.758,61.163,61.245,61.526,63.606
1,B2 SH,CROSS H CATTLE,2684,58.844,0.722880611,5,7.1,3.528,1,0.463,58.844,61.245,61.245,61.526,63.606
1,B2 SH,CROSS H CATTLE,2684.5,62.816,0.686546899,6.2,7.1,3.561,1,0.444,62.816,62.816,62.816,62.816,63.606
1,B2 SH,CROSS H CATTLE,2685,68.881,0.651471852,7.2,7.6,3.626,1,0.426,68.881,68.881,68.881,68.881,62.816
1,B2 SH,CROSS H CATTLE,2685.5,75.51,0.625826713,9,8.7,3.652,1,0.407,75.51,75.51,75.51,68.881,62.816
2,B2 SH,CROSS H CATTLE,2686,83.396,0.607025878,9.8,10.9,3.594,1,0.389,83.396,78.444,75.51,68.881,62.816
2,B2 SH,CROSS H CATTLE,2686.5,80.594,0.592953572,2.5,17.95,3.367,1,0.37,80.594,78.444,75.51,68.881,62.816
2,B2 SH,CROSS H CATTLE,2687,81.894,0.583198774,2.1,20.25,3.34,1,0.352,81.894,78.444,75.51,68.881,62.816
2,B2 SH,CROSS H CATTLE,2687.5,78.444,0.57818061,0.3,20.85,3.315,1,0.333,78.444,78.444,75.51,68.881,63.25
2,B2 SH,CROSS H CATTLE,2688,64.898,0.577146985,0.2,19.9,3.404,1,0.315,64.898,64.898,64.898,64.898,64.898
5,B2 SH,CROSS H CATTLE,2688.5,59.734,0.578868329,6.5,16.15,3.524,1,0.296,59.734,59.734,59.734,63.25,68.881
5,B2 SH,CROSS H CATTLE,2689,52.386,0.581494542,9.9,13.85,3.578,1,0.278,52.386,56.46,59.734,63.25,69.671
5,B2 SH,CROSS H CATTLE,2689.5,50.751,0.585573519,11.4,11.7,3.553,1,0.259,50.751,56.46,59.734,63.25,69.671
5,B2 SH,CROSS H CATTLE,2690,50.034,0.593175263,10.8,10.5,3.491,1,0.241,50.034,56.46,59.734,63.25,69.671
1,B2 SH,CROSS H CATTLE,2690.5,56.46,0.60498163,11.2,9.6,3.425,1,0.222,56.46,56.46,59.734,63.25,69.671
1,B2 SH,CROSS H CATTLE,2691,63.25,0.620448385,10.2,10.5,3.326,1,0.204,63.25,63.25,63.25,63.25,69.671
1,B2 SH,CROSS H CATTLE,2691.5,69.671,0.63748973,11.4,11,3.358,1,0.185,69.671,69.671,69.671,69.671,69.671
2,B2 SH,CROSS H CATTLE,2692,76.313,0.653887558,7.9,13.35,3.218,1,0.167,76.313,76.313,76.313,76.313,76.313
1,B2 SH,CROSS H CATTLE,2692.5,79.579,0.670338641,3.7,16.55,3.144,1,0.148,79.579,79.301,79.301,79.301,79.301
1,B2 SH,CROSS H CATTLE,2693,81.01,0.688686724,4,17,3.17,1,0.13,81.01,79.579,79.579,79.579,79.579
1,B2 SH,CROSS H CATTLE,2693.5,80.243,0.708250889,3.1,15.85,3.208,1,0.111,80.243,80.243,80.243,80.243,80.243
1,B2 SH,CROSS H CATTLE,2694,79.301,0.726564216,5.1,13.05,3.25,1,0.093,79.301,81.01,81.01,81.01,81.01
1,B2 SH,CROSS H CATTLE,2694.5,82.884,0.74225367,5.9,11.65,3.288,1,0.074,82.884,82.884,82.884,82.884,82.884
4,B2 SH,CROSS H CATTLE,2695,90.179,0.74733411,7,10.9,3.414,1,0.056,90.179,90.179,90.179,90.179,90.179
4,B2 SH,CROSS H CATTLE,2695.5,94.523,0.737987326,7.3,11.15,3.399,1,0.037,94.523,94.523,94.523,94.523,94.523
3,B3 SH,CROSS H CATTLE,2696,101.324,0.715585552,6,12.4,3.374,1,0.019,101.324,101.324,101.324,101.324,94.523
3,B3 SH,CROSS H CATTLE,2696.5,103.582,0.682866796,6.6,12.4,3.4,2,1,103.582,103.582,101.678,101.324,94.523
3,B3 SH,CROSS H CATTLE,2696.5,103.582,0.682866796,6.6,12.4,3.4,1,1,103.582,103.582,101.678,101.324,94.523
3,B3 SH,CROSS H CATTLE,2697,104.803,0.653405491,8.5,11.55,3.496,1,0.98,104.803,103.582,101.678,101.324,94.523
2,B3 SH,CROSS H CATTLE,2697.5,104.224,0.631849462,7.2,13.1,3.429,1,0.96,104.224,103.582,101.678,101.324,94.523
2,B3 SH,CROSS H CATTLE,2698,101.678,0.617943435,-2.9,20.35,3.13,1,0.94,101.678,101.678,101.678,101.324,94.523
2,B3 SH,CROSS H CATTLE,2698.5,97.407,0.609167374,-6.8,24.7,3.058,1,0.92,97.407,97.407,97.407,97.407,94.523
2,B3 SH,CROSS H CATTLE,2699,92.733,0.60162548,-7.4,26.3,3.031,1,0.9,92.733,92.733,92.733,92.733,92.733
2,B3 SH,CROSS H CATTLE,2699.5,83.768,0.595826777,-7.3,24.75,3.03,1,0.88,83.768,83.768,83.768,83.768,83.768
1,B3 SH,CROSS H CATTLE,2700,77.536,0.594723946,-3.6,20,3.097,1,0.86,77.536,77.536,77.536,77.536,82.586
1,B3 SH,CROSS H CATTLE,2700.5,69.255,0.600864036,3.5,13.55,3.285,1,0.84,69.255,69.255,70.602,74.65,82.586
1,B3 SH,CROSS H CATTLE,2701,67.651,0.613947477,5.3,9.75,3.305,1,0.82,67.651,69.255,70.602,74.65,82.586
1,B3 SH,CROSS H CATTLE,2701.5,61.798,0.630529571,3.3,8.75,3.25,1,0.8,61.798,69.255,70.602,74.65,80.848
1,B3 SH,CROSS H CATTLE,2702,65.298,0.644832329,3.6,7.4,3.243,1,0.78,65.298,69.255,70.602,74.65,77.536
1,B3 SH,CROSS H CATTLE,2702.5,70.602,0.652149605,1.8,8.2,3.186,1,0.76,70.602,70.602,70.602,74.65,74.65
1,B3 SH,CROSS H CATTLE,2703,74.65,0.651181062,0.9,8.75,3.183,1,0.74,74.65,74.65,74.65,74.017,74.017
1,B3 SH,CROSS H CATTLE,2703.5,82.586,0.643748685,1.9,8.75,3.223,1,0.72,82.586,80.848,74.65,74.017,70.602
1,B3 SH,CROSS H CATTLE,2704,85.453,0.631849462,4.4,9,3.328,1,0.7,85.453,80.848,74.65,74.017,69.255
2,B3 SH,CROSS H CATTLE,2704.5,87.75,0.617210095,3.4,11.9,3.273,1,0.68,87.75,80.848,74.65,74.017,68.186
2,B3 SH,CROSS H CATTLE,2705,80.848,0.600864036,2.7,14.35,3.226,1,0.66,80.848,80.848,74.65,74.017,68.186
1,B3 SH,CROSS H CATTLE,2705.5,74.017,0.582063363,2.9,14.45,3.227,1,0.64,74.017,74.017,74.017,74.017,70.602
1,B3 SH,CROSS H CATTLE,2706,66.265,0.564429327,2.1,13.05,3.214,1,0.62,66.265,66.265,68.186,68.186,74.017
1,B3 SH,CROSS H CATTLE,2706.5,61.466,0.549003262,1.8,11.6,3.159,1,0.6,61.466,66.265,67.541,68.186,74.65
1,B3 SH,CROSS H CATTLE,2707,59.274,0.536937023,0.8,11.8,3.151,1,0.58,59.274,66.265,67.541,68.186,75.398
1,B3 SH,CROSS H CATTLE,2707.5,64.14,0.526855987,1.8,11.6,3.166,1,0.56,64.14,66.265,67.541,68.186,75.398
1,B3 SH,CROSS H CATTLE,2708,68.186,0.519040039,2,11.8,3.162,1,0.54,68.186,67.541,67.541,68.186,75.398
1,B3 SH,CROSS H CATTLE,2708.5,67.541,0.513883186,3,11.4,3.131,1,0.52,67.541,68.186,68.186,68.186,74.017
2,B3 SH,CROSS H CATTLE,2709,75.398,0.512684396,3.1,11.35,3.138,1,0.5,75.398,75.398,75.398,75.398,73.11
2,B3 SH,CROSS H CATTLE,2709.5,78.406,0.514149134,4.1,11.15,3.157,1,0.48,78.406,77.553,77.446,75.398,72.519
2,B3 SH,CROSS H CATTLE,2710,77.553,0.515211304,5.6,10.8,3.179,1,0.46,77.553,77.553,77.446,75.398,73.11
2,B3 SH,CROSS H CATTLE,2710.5,80.089,0.513883186,6.1,11.45,3.146,1,0.44,80.089,77.553,77.446,75.398,74.141
2,B3 SH,CROSS H CATTLE,2711,79.586,0.508664363,6.1,12.85,3.113,1,0.42,79.586,77.553,77.446,75.398,74.141
2,B3 SH,CROSS H CATTLE,2711.5,77.446,0.498586209,7,13.6,3.118,1,0.4,77.446,77.446,77.446,75.398,74.141
1,B3 SH,CROSS H CATTLE,2712,73.11,0.48301642,6.1,13.55,3.057,1,0.38,73.11,74.218,74.218,74.218,74.141
1,B3 SH,CROSS H CATTLE,2712.5,70.966,0.461648568,5.5,12.65,3.025,1,0.36,70.966,74.141,74.141,74.141,74.218
1,B3 SH,CROSS H CATTLE,2713,72.519,0.436480695,4.4,12.4,3.007,1,0.34,72.519,73.672,73.672,74.053,74.218
1,B3 SH,CROSS H CATTLE,2713.5,74.218,0.407730728,4.2,12.2,3.028,1,0.32,74.218,73.11,73.672,74.053,74.218
1,B3 SH,CROSS H CATTLE,2714,74.141,0.380753771,4.3,12.65,3.047,1,0.3,74.141,73.672,73.672,74.053,74.218
1,B3 SH,CROSS H CATTLE,2714.5,73.672,0.356599436,4.2,13.2,3.054,1,0.28,73.672,74.053,74.053,74.053,74.218
1,B3 SH,CROSS H CATTLE,2715,71.336,0.338057875,4.4,13.7,3.089,1,0.26,71.336,74.141,74.141,74.141,74.218
1,B3 SH,CROSS H CATTLE,2715.5,74.053,0.326540669,4.2,14,3.112,1,0.24,74.053,74.141,74.218,74.218,74.218
1,B3 SH,CROSS H CATTLE,2716,77.997,0.323045735,3.9,14.35,3.086,1,0.22,77.997,77.997,77.997,77.997,77.997
1,B3 SH,CROSS H CATTLE,2716.5,78.993,0.326949994,4.3,14.35,3.084,1,0.2,78.993,78.993,78.993,78.993,78.993
1,B3 SH,CROSS H CATTLE,2717,82.324,0.33725954,4.3,14.65,3.049,1,0.18,82.324,82.324,82.324,82.324,82.324
1,B3 SH,CROSS H CATTLE,2717.5,86.724,0.353531559,4.4,14.5,3.011,1,0.16,86.724,86.724,86.724,86.724,82.324
2,B3 SH,CROSS H CATTLE,2718,91.378,0.372727941,3.9,15.65,2.956,1,0.14,91.378,91.378,91.378,86.724,82.324
2,B3 SH,CROSS H CATTLE,2718.5,93.209,0.395675785,-7.1,22.85,2.692,1,0.12,93.209,93.08,91.378,86.724,82.324
2,B3 SH,CROSS H CATTLE,2719,99.065,0.419790586,-8.9,27.15,2.627,1,0.1,99.065,93.08,91.378,86.724,82.324
3,B3 SH,CROSS H CATTLE,2719.5,100.457,0.444513206,-6.4,29,2.722,1,0.08,100.457,93.08,91.378,86.724,82.324
3,B3 SH,CROSS H CATTLE,2720,93.08,0.46612587,-6.3,29.65,2.857,1,0.06,93.08,93.08,91.378,86.724,82.324
2,B4 SH,CROSS H CATTLE,2720.5,84.469,0.481299273,-2.8,26.3,3.057,1,0.04,84.469,84.469,84.469,84.469,82.324
2,B4 SH,CROSS H CATTLE,2721,78.955,0.484726804,5.8,21,3.365,1,0.02,78.955,78.955,78.955,78.955,78.955
2,B4 SH,CROSS H CATTLE,2721.5,74.66,0.474653253,9,17.7,3.515,1,1,74.66,74.66,74.66,74.66,74.66
2,B4 SH,CROSS H CATTLE,2721.5,74.66,0.474653253,9,17.7,3.515,2,1,74.66,74.66,74.66,74.66,74.66
2,B4 SH,CROSS H CATTLE,2722,72.493,0.45331834,11.2,14.1,3.513,1,0.982,72.493,72.493,72.493,72.493,72.493
2,B4 SH,CROSS H CATTLE,2722.5,71.798,0.421768401,9.8,13.1,3.388,1,0.964,71.798,71.798,71.798,71.798,71.798
2,B4 SH,CROSS H CATTLE,2723,68.403,0.386677284,7.5,12.85,3.256,1,0.946,68.403,68.403,68.403,68.403,68.403
2,B4 SH,CROSS H CATTLE,2723.5,65.671,0.350441857,7,12.5,3.145,1,0.929,65.671,65.671,65.671,65.671,65.671
1,B4 SH,CROSS H CATTLE,2724,61.233,0.317645543,7,12.4,3.013,1,0.911,61.233,61.233,61.233,61.233,61.233
1,B4 SH,CROSS H CATTLE,2724.5,56.061,0.286680969,4.9,14.35,2.841,1,0.893,56.061,56.061,56.061,56.061,56.541
1,B4 SH,CROSS H CATTLE,2725,55.568,0.260071388,4.7,16.15,2.776,1,0.875,55.568,55.568,55.568,56.018,56.061
1,B4 SH,CROSS H CATTLE,2725.5,51.105,0.236789099,4.3,17.75,2.718,1,0.857,51.105,53.823,55.568,56.018,56.018
1,B4 SH,CROSS H CATTLE,2726,48.131,0.219584526,2.9,17.65,2.705,1,0.839,48.131,53.823,55.568,55.568,55.568
1,B4 SH,CROSS H CATTLE,2726.5,52.326,0.206556044,1.1,16.95,2.708,1,0.821,52.326,53.823,54.188,54.345,55.568
